SystemID ,n_code,b_code,name,mc_url,sector,Trade ,Price
1, ABB ,500002,ABB India Ltd.,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/abbindia/ABB, INFRASTRUCTURE - GENERAL ,Both Trading,1204.9
2, AMARAJABAT ,500008,Amara Raja Batteries Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB, AUTO ANCILLARIES ,Both Trading,821.6
3, AMBASARABH ,500009,Ambalal Sarabhai Enterprise Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ambalalsarabhaienterprise/ASE, PHARMACEUTICALS ,Bse Trading,14
4, HDFC ,500010,Housing Development Finance Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/financehousing/housingdevelopmentfinancecorporation/HDF, FINANCE - HOUSING ,Both Trading,1977.55
5, ANDHRAPET ,500012,Andhra Petro Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/andhrapetro/AP09, CHEMICALS ,Bse Trading,75.35
6, ANSALAPI ,500013,Ansal Properties & Infrastructure Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ansalpropertiesinfrastructure/API07, CONSTRUCTION & CONTRACTING - HOUSING ,Both Trading,16.25
7, APPLEIND ,500014,Apple Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/applefinance/AF12, FINANCE - LEASING & HIRE PURCHASE ,Bse Trading,3.21
8, ARUNASUGAR ,500016,Aruna Hotels Ltd.,http://www.moneycontrol.com/india/stockpricequote/hotels/arunahotels/AH06, HOTELS ,Bse Trading,20.29
9, AEGISCHEM ,500003,Aegis Logistics Ltd.,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9, TRANSPORT & LOGISTICS ,Both Trading,235
10, BOMDYEING ,500020,Bombay Dyeing and Manufacturing Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM, TEXTILES - PROCESSING ,Both Trading,255
11, ASIANHOTNR ,500023,Asian Hotels (North) Ltd.,http://www.moneycontrol.com/india/stockpricequote/hotels/asianhotelsnorth/AH, HOTELS ,Both Trading,226.05
12, ASSAMCO ,500024,Assam Company (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/assamcompanyindia/AC12, PLANTATIONS - TEA & COFFEE ,Both Trading,5.18
13, ATUL ,500027,Atul Ltd.,http://www.moneycontrol.com/india/stockpricequote/dyespigments/atul/A06, DYES & PIGMENTS ,Both Trading,3147.2
14, ATVPROJ ,500028,ATV Projects India Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/atvprojectsindia/ATV, ENGINEERING - HEAVY ,Bse Trading,10.1
15, AUTOLITIND ,500029,Autolite (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autoliteindia/AI31, AUTO ANCILLARIES ,Both Trading,59.75
16, BAJAJTEMPO ,500033,Force Motors Ltd.,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/forcemotors/FM01, AUTO - LCVS & HCVS ,Bse Trading,2573.15
17, BAJFINANCE ,500034,Bajaj Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF, FINANCE - LEASING & HIRE PURCHASE ,Both Trading,2828.35
18, BALRAMCHIN ,500038,Balrampur Chini Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM, SUGAR ,Both Trading,73.25
19, BANCOINDIA ,500039,Banco Products (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bancoproductsindia/BPI, AUTO ANCILLARIES ,Both Trading,221.45
20, BANARISUG ,500041,Bannariamman Sugars Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07, SUGAR ,Both Trading,1480
21, BAJAJELEC ,500031,Bajaj Electricals Ltd.,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/bajajelectricals/BE, DOMESTIC APPLIANCES ,Both Trading,624.5
22, BAJAJHIND ,500032,Bajaj Hindusthan Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthan/BH06, SUGAR ,Both Trading,6.86
23, BASF ,500042,BASF India Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS, CHEMICALS ,Both Trading,2042.8
24, BATAINDIA ,500043,Bata India Ltd.,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01, LEATHER PRODUCTS ,Both Trading,953.75
25, CENTURYTEX ,500040,Century Textiles and Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI, DIVERSIFIED ,Both Trading,910.55
26, BEL ,500049,Bharat Electronics Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03, ELECTRICALS ,Both Trading,121.2
27, BEML ,500048,BEML Ltd.,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03, INFRASTRUCTURE - GENERAL ,Both Trading,810
28, BEPL ,500052,Bhansali Engineering Polymers Ltd.,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP, PETROCHEMICALS ,Both Trading,143.7
29, BHUSANSTL ,500055,Bhushan Steel Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/bhushansteel/BS14, STEEL - CR & HR STRIPS ,Both Trading,31.1
30, BIHARSPONG ,500058,Bihar Sponge Iron Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/biharspongeiron/BSI04, STEEL - SPONGE IRON ,Bse Trading,1.1
31, BINDALAGRO ,500063,Oswal Chemicals and Fertilisers Ltd.,http://www.moneycontrol.com/india/stockpricequote/fertilisers/oswalchemicalsfertilisers/OCF, FERTILISERS ,Nse Trading,20.85
32, BINANIIND ,500059,Binani Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/binaniindustries/BI10, MISCELLANEOUS ,Both Trading,82.95
33, BIRLACABLE ,500060,Birla Cable Ltd.,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/birlacable/BEO, CABLES - TELEPHONE ,Both Trading,121.65
34, GEORGFISCH ,500068,Disa India Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/disaindia/DI22, ENGINEERING - HEAVY ,Bse Trading,6000
35,  ,500069,BNK Capital Markets Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bnkcapitalmarkets/BNK, FINANCE - INVESTMENTS ,Bse Trading,93.75
36, BLUESTARCO ,500067,Blue Star Ltd.,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/bluestar/BS, CONSUMER GOODS - WHITE GOODS ,Both Trading,703
37, BPL ,500074,BPL Ltd.,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/bpl/BPL, CONSUMER GOODS - ELECTRONIC ,Both Trading,54.65
38, CAMPALLIED ,500078,ORIENTAL AROMATICS Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/orientalaromaticsltd/CAP, CHEMICALS ,Bse Trading,841
39, CENTEXT ,500083,Century Extrusions Ltd.,http://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02, ALUMINIUM ,Both Trading,5.92
40, CHAMBLFERT ,500085,Chambal Fertilisers and Chemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC, FERTILISERS ,Both Trading,139.95
41, EXIDEIND ,500086,Exide Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI, AUTO ANCILLARIES ,Both Trading,282.9
42, CESC ,500084,CESC Ltd.,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES, POWER - GENERATION & DISTRIBUTION ,Both Trading,915.4
43, CIPLA ,500087,Cipla Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C, PHARMACEUTICALS ,Both Trading,619.25
44, DICIND ,500089,DIC India Ltd.,http://www.moneycontrol.com/india/stockpricequote/printingstationery/dicindia/DIC02, PRINTING & STATIONERY ,Both Trading,435
45, CRISIL ,500092,CRISIL Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI, MISCELLANEOUS ,Both Trading,1780
46, CGPOWER ,500093,CG Power and Industrial Solutions Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/cgpowerindustrialsolutions/CG, ELECTRIC EQUIPMENT ,Both Trading,61.1
47, DABUR ,500096,Dabur India Ltd.,http://www.moneycontrol.com/india/stockpricequote/personalcare/daburindia/DI, PERSONAL CARE ,Both Trading,444.7
48, DALMIASUG ,500097,Dalmia Bharat Sugar and Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB, SUGAR ,Both Trading,66.35
49, BALLARPUR ,500102,Ballarpur Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/paper/ballarpurindustries/BI12, PAPER ,Both Trading,10.02
50, BHEL ,500103,Bharat Heavy Electricals Ltd.,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatheavyelectricals/BHE, INFRASTRUCTURE - GENERAL ,Both Trading,74.45
51, ARVIND ,500101,Arvind Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesdenim/arvind/A18, TEXTILES - DENIM ,Both Trading,396.4
52, IFCI ,500106,IFCI Ltd.,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ifci/IFC02, FINANCE - TERM LENDING INSTITUTIONS ,Both Trading,17
53, MTNL ,500108,Mahanagar Telephone Nigam Ltd.,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN, TELECOMMUNICATIONS - SERVICE ,Both Trading,15.95
54, RELCAPITAL ,500111,Reliance Capital Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC, FINANCE - INVESTMENTS ,Both Trading,442.45
55, CHENNPETRO ,500110,Chennai Petroleum Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02, REFINERIES ,Both Trading,334.8
56, HINDPETRO ,500104,Hindustan Petroleum Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC, REFINERIES ,Both Trading,280.2
57, SBIN ,500112,State Bank of India,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI, BANKS - PUBLIC SECTOR ,Both Trading,316.45
58, SAIL ,500113,Steel Authority of India Ltd.,http://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI, STEEL - LARGE ,Both Trading,80.4
59, IDBI ,500116,IDBI Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/idbibank/IDB05, BANKS - PUBLIC SECTOR ,Both Trading,63.15
60, TITAN ,500114,Titan Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01, MISCELLANEOUS ,Both Trading,914.65
61, DHAMPURSUG ,500119,Dhampur Sugar Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM, SUGAR ,Both Trading,90.75
62, MRPL ,500109,Mangalore Refinery and Petrochemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP, REFINERIES ,Both Trading,83.6
63, DCW ,500117,DCW Ltd.,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/dcw/DCW, PETROCHEMICALS ,Both Trading,24.2
64,  ,500120,Diamines and Chemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/diamineschemicals/DC04, PETROCHEMICALS ,Bse Trading,143.4
65, MERCK ,500126,Merck Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merck/M12, PHARMACEUTICALS ,Both Trading,2977.45
66, DRBECK ,500123,Elantas Beck India Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/elantasbeckindia/EBI, CHEMICALS ,Bse Trading,1990
67, DRREDDY ,500124,Dr Reddys Laboratories Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL, PHARMACEUTICALS ,Both Trading,2235.05
68, ELECTCAST ,500128,Electrosteel Castings Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02, CASTINGS & FORGINGS ,Both Trading,22.3
69, EMPEESUG ,500132,Empee Sugars and Chemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/empeesugarschemicals/ESC, SUGAR ,Bse Trading,1.42
70, ESABINDIA ,500133,Esab India Ltd.,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/esabindia/EI06, ELECTRODES & GRAPHITE ,Both Trading,733
71, EIDPARRY ,500125,EID Parry (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/sugar/eidparryindia/EID, SUGAR ,Both Trading,230.1
72, ESTER ,500136,Ester Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/packaging/esterindustries/EI20, PACKAGING ,Both Trading,55.35
73, ESSELPACK ,500135,Essel Propack Ltd.,http://www.moneycontrol.com/india/stockpricequote/packaging/esselpropack/EP11, PACKAGING ,Both Trading,111.4
74, FEDDERELEC ,500139,Fedders Electric and Engineering Ltd.,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/fedderselectricengineering/FL, CONSUMER GOODS - WHITE GOODS ,Both Trading,26.15
75, FERROALLOY ,500141,Ferro Alloys Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/miningminerals/ferroalloyscorporation/FAC, MINING & MINERALS ,Bse Trading,6.54
76,  ,500143,Ficom Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/ficomindustries/FI03, TRADING ,Bse Trading,30.55
77, FGPIND ,500142,FGP Ltd.,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/fgp/FGP, GLASS & GLASS PRODUCTS ,Bse Trading,0.79
78, FINCABLES ,500144,Finolex Cables Ltd.,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01, CABLES - TELEPHONE ,Both Trading,592.05
79, FLATPROD ,500147,CMI FPE Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/cmifpe/CMI02, ENGINEERING - HEAVY ,Bse Trading,740
80, UFLEX ,500148,Uflex Ltd.,http://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01, PACKAGING ,Both Trading,293.95
81, FOSECOIND ,500150,Foseco India Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/fosecoindia/FI12, CHEMICALS ,Both Trading,1402.9
82, GARDENSILK ,500155,Garden Silk Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/gardensilkmills/GSM, TEXTILES - WEAVING ,Both Trading,29.05
83, GANESHBENZ ,500153,Ganesh Benzoplast Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/ganeshbenzoplast/GB01, CHEMICALS ,Bse Trading,67.9
84, GLOBABOARD ,500159,Metroglobal Ltd.,http://www.moneycontrol.com/india/stockpricequote/paper/metroglobal/GB05, PAPER ,Bse Trading,74.75
85, GOLDENTOBC ,500151,Golden Tobacco Ltd.,http://www.moneycontrol.com/india/stockpricequote/cigarettes/goldentobacco/GT09, CIGARETTES ,Both Trading,39.2
86, GTL ,500160,GTL Ltd.,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/gtl/GTL01, TELECOMMUNICATIONS - EQUIPMENT ,Both Trading,7.34
87, KANSAINER ,500165,Kansai Nerolac Paints Ltd.,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP, PAINTS & VARNISHES ,Both Trading,514.45
88, GODREJIND ,500164,Godrej Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/personalcare/godrejindustries/GI23, PERSONAL CARE ,Both Trading,617.5
89, GOODRICKE ,500166,Goodricke Group Ltd.,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/goodrickegroup/GG02, PLANTATIONS - TEA & COFFEE ,Bse Trading,260.7
90, GOODYEAR ,500168,Goodyear India Ltd.,http://www.moneycontrol.com/india/stockpricequote/tyres/goodyearindia/GI11, TYRES ,Bse Trading,1155.5
91, GODFRYPHLP ,500163,Godfrey Phillips India Ltd.,http://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI, CIGARETTES ,Both Trading,844
92, GTNIND ,500170,GTN Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gtnindustries/GTN01, TEXTILES - SPINNING - COTTON BLENDED ,Both Trading,16.4
93, GUJFLUORO ,500173,Gujarat Fluorochemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07, CHEMICALS ,Both Trading,755
94, GHCL ,500171,Gujarat Heavy Chemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC, CHEMICALS ,Both Trading,250
95, HCL-INSYS ,500179,HCL Infosystems Ltd.,http://www.moneycontrol.com/india/stockpricequote/computershardware/hclinfosystems/HCL, COMPUTERS - HARDWARE ,Both Trading,36.85
96, HDFCBANK ,500180,HDFC Bank Ltd.,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/hdfcbank/HDF01, BANKS - PRIVATE SECTOR ,Both Trading,2118.65
97, HEROMOTOCO ,500182,Hero Motocorp Ltd.,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM, AUTO - 2 & 3 WHEELERS ,Both Trading,3275.15
98, GLFL ,500174,Gujarat Lease Financing Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratleasefinancing/GLF01, FINANCE - LEASING & HIRE PURCHASE ,Both Trading,1.48
99, HSCL ,500184,Himadri Speciality Chemical Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01, CHEMICALS ,Both Trading,142.65
100, HFCL ,500183,Himachal Futuristic Communication Ltd.,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/himachalfuturisticcommunication/HFC, TELECOMMUNICATIONS - EQUIPMENT ,Both Trading,24.9
101, HCC ,500185,Hindustan Construction Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/hindustanconstructioncompany/HCC, CONSTRUCTION & CONTRACTING - CIVIL ,Both Trading,12.98
102, HINDZINC ,500188,Hindustan Zinc Ltd.,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ, METALS - NON FERROUS ,Both Trading,287.7
103, HSIL ,500187,HSIL Ltd.,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/hsil/HSI02, CERAMICS & GRANITE ,Both Trading,331.5
104, HINDUJAVEN ,500189,Hinduja Ventures Ltd.,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/hindujaventures/HV, COMPUTERS - SOFTWARE ,Both Trading,672
105, HMT ,500191,HMT Ltd.,http://www.moneycontrol.com/india/stockpricequote/autotractors/hmt/HMT, AUTO - TRACTORS ,Both Trading,24.55
106, PRAGBOSIMI ,500192,Prag Bosimi Synthetcis Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/pragbosimisynthetcis/PBS, TEXTILES - MANMADE ,Bse Trading,3.41
107, HOTELEELA ,500193,Hotel Leela Venture Ltd.,http://www.moneycontrol.com/india/stockpricequote/hotels/hotelleelaventure/HLV, HOTELS ,Both Trading,15.95
108, HINDOILEXP ,500186,Hindustan Oil Exploration Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/hindustanoilexplorationcompany/HOE01, OIL DRILLING AND EXPLORATION ,Both Trading,162.2
109, IGPL ,500199,IG Petrochemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP, CHEMICALS ,Both Trading,511.45
110, INDIAGLYCO ,500201,India Glycols Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG, CHEMICALS ,Both Trading,472.85
111,  ,500206,Margo Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/margofinance/IFL, FINANCE - LEASING & HIRE PURCHASE ,Bse Trading,15.45
112, INFY ,500209,Infosys Ltd.,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT, COMPUTERS - SOFTWARE ,Both Trading,1380.3
113, INGERRAND ,500210,Ingersoll Rand (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01, COMPRESSORS ,Both Trading,540.3
114, INDORAMA ,500207,Indo Rama Synthetics (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramasyntheticsindia/IRS, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Both Trading,27.3
115, INSILCO ,500211,Insilco Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/insilco/I04, CHEMICALS ,Bse Trading,20.7
116, INTLTRAVHS ,500213,International Travel House Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationaltravelhouse/ITH, MISCELLANEOUS ,Bse Trading,177.5
117,  ,500212,Integrated Financial Services Ltd.,http://www.moneycontrol.com/india/stockpricequote/financegeneral/integratedfinancialservices/IFS, FINANCE - GENERAL ,Bse Trading,32.05
118, IONEXCHANG ,500214,Ion Exchange (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/ionexchangeindia/IEI, ENGINEERING ,Bse Trading,395
119, ATFL ,500215,Agro Tech Foods Ltd.,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF, EDIBLE OILS & SOLVENT EXTRACTION ,Both Trading,630
120, JASCHIND ,500220,Jasch Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/plastics/jaschindustries/JI04, PLASTICS ,Bse Trading,65.1
121, JCT ,500223,JCT Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/jct/JCT, TEXTILES - COMPOSITE MILLS ,Bse Trading,2.15
122, CONSOFINVT ,500226,Consolidated Finvest and Holdings Ltd.,http://www.moneycontrol.com/india/stockpricequote/financegeneral/consolidatedfinvestholdings/CFH01, FINANCE - GENERAL ,Nse Trading,57.5
123, JSWSTEEL ,500228,JSW Steel Ltd.,http://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01, STEEL - LARGE ,Both Trading,342.8
124, JINDALPOLY ,500227,Jindal Poly Films Ltd.,http://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01, PACKAGING ,Both Trading,277.2
125, KAJARIACER ,500233,Kajaria Ceramics Ltd.,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06, CERAMICS & GRANITE ,Both Trading,439.5
126, JISLJALEQS ,500219,Jain Irrigation Systems Ltd.,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02, PLASTICS ,Both Trading,85.95
127, UMANGDAIRY ,500231,Umang Dairies Ltd.,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/umangdairies/UD01, FOOD PROCESSING ,Both Trading,88.45
128, KAKATCEM ,500234,Kakatiya Cements Ltd.,http://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01, CEMENT - MINI ,Both Trading,238
129, KSL ,500235,Kalyani Steels Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelrolling/kalyanisteels/KS01, STEEL - ROLLING ,Both Trading,277.6
130, KGDENIM ,500239,KG Denim Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesdenim/kgdenim/KGD, TEXTILES - DENIM ,Bse Trading,36.5
131, KINETICENG ,500240,Kinetic Engineering Ltd.,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/kineticengineering/KE, AUTO - 2 & 3 WHEELERS ,Bse Trading,59
132, KIRLOSBROS ,500241,Kirloskar Brothers Ltd.,http://www.moneycontrol.com/india/stockpricequote/pumps/kirloskarbrothers/KB02, PUMPS ,Both Trading,259
133, KIRLOSIND ,500243,Kirloskar Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskarindustries/KOE, ENGINES ,Both Trading,1092
134, KIRLOSFERR ,500245,Kirloskar Ferrous Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelpigiron/kirloskarferrousindustries/KFI01, STEEL - PIG IRON ,Bse Trading,83.3
135, KIRLOSELEC ,500246,Envair Electrodyne Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/envairelectrodyne/EE04, ELECTRIC EQUIPMENT ,Bse Trading,73.9
136, KOTAKBANK ,500247,Kotak Mahindra Bank Ltd.,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB, BANKS - PRIVATE SECTOR ,Both Trading,1277.7
137, TRENT ,500251,Trent Ltd.,http://www.moneycontrol.com/india/stockpricequote/retail/trent/T04, RETAIL ,Both Trading,367
138, WHIRLPOOL ,500238,Whirlpool of India. Ltd.,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI, CONSUMER GOODS - WHITE GOODS ,Both Trading,1739.75
139, LGBBROSLTD ,500250,LG Balakrishnan and Brothers Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB, AUTO ANCILLARIES ,Both Trading,519.8
140, LAXMIMACH ,500252,Lakshmi Machine Works Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW, TEXTILES - MACHINERY ,Both Trading,7291.85
141, LICHSGFIN ,500253,LIC Housing Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC, FINANCE - HOUSING ,Both Trading,556.8
142, UVSL ,500254,Uttam Value Steels Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/uttamvaluesteels/LSI, STEEL - CR & HR STRIPS ,Both Trading,0.19
143, KSBPUMPS ,500249,KSB Pumps Ltd.,http://www.moneycontrol.com/india/stockpricequote/pumps/ksbpumps/KSB, PUMPS ,Both Trading,781.25
144, LYKALABS ,500259,Lyka Labs Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02, PHARMACEUTICALS ,Both Trading,38.6
145, RAMCOCEM ,500260,The Ramco Cements Ltd.,http://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC, CEMENT - MAJOR ,Both Trading,660
146, MAFATLAIND ,500264,Mafatlal Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/mafatlalindustries/MI02, TEXTILES - COMPOSITE MILLS ,Bse Trading,210.4
147, MAHSEAMLES ,500265,Maharashtra Seamless Ltd.,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02, STEEL - TUBES & PIPES ,Both Trading,501
148, LUPIN ,500257,Lupin Ltd.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L, PHARMACEUTICALS ,Both Trading,820.75
149, MANALIPETC ,500268,Manali Petrochemicals Ltd.,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02, PETROCHEMICALS ,Both Trading,46.05
150, MAHSCOOTER ,500266,Maharashtra Scooters Ltd.,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01, AUTO - 2 & 3 WHEELERS ,Both Trading,3090.2
