SystemID ,n_code,b_code,name,mc_url,sector,Trade ,Price
334, BLUEBLENDS ,502761,Blue Blends (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/blueblendsindia/BBI, TEXTILES - PROCESSING ,Both Trading,8
335, SINTEX ,502742,Sintex Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/diversified/sintexindustries/SI27, DIVERSIFIED ,Both Trading,14.61
336, DCM ,502820,DCM Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dcm/DCM, TEXTILES - SPINNING - COTTON BLENDED ,Both Trading,89
337, FORBESGOK ,502865,Forbes Gokak Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/forbesgokak/FG, TEXTILES - SPINNING - COTTON BLENDED ,Bse Trading,2705.85
338,  ,502873,HP Cotton Textiles Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/hpcottontextiles/HPC01, TEXTILES - SPINNING - COTTON BLENDED ,Bse Trading,45.65
339,  ,502901,Jam Shri Ranjitsinghji Spinning and Weaving Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/jamshriranjitsinghjispinningweavingmills/JSR, TEXTILES - COMPOSITE MILLS ,Bse Trading,22.5
340,  ,502933,Katare Spinning Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/katarespinningmills/KSM02, TEXTILES - SPINNING - COTTON BLENDED ,Bse Trading,10.5
341, KESORAMIND ,502937,Kesoram Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08, DIVERSIFIED ,Both Trading,81.65
342, VTL ,502986,Vardhman Textiles Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10, TEXTILES - SPINNING - COTTON BLENDED ,Both Trading,1192.2
343, LAKSHMIMIL ,502958,Lakshmi Mills Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/lakshmimillscompany/LMC, TEXTILES - COMPOSITE MILLS ,Bse Trading,3255.1
344,  ,503015,Modern India Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/modernindia/MI52, TEXTILES - SPINNING - COTTON BLENDED ,Bse Trading,34.4
345, PENINLAND ,503031,Peninsula Land Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/peninsulaland/PL10, CONSTRUCTION & CONTRACTING - HOUSING ,Both Trading,16.2
346, PASUPATSPG ,503092,Pasupati Spinning and Weaving Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/pasupatispinningweavingmills/PSW, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Bse Trading,23.95
347, MARATHON ,503101,Marathon Nextgen Realty Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR, CONSTRUCTION & CONTRACTING - REAL ESTATE ,Both Trading,158
348,  ,503127,Raja Bahadur International Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/rajabahadurinternational/RBM, CONSTRUCTION & CONTRACTING - REAL ESTATE ,Bse Trading,1550
349, RUBYMILLS ,503169,Ruby Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/rubymills/RM04, TEXTILES - COMPOSITE MILLS ,Both Trading,335
350, PHOENIXLTD ,503100,Phoenix Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02, CONSTRUCTION & CONTRACTING - REAL ESTATE ,Both Trading,647
351,  ,503229,Simplex Realty Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/simplexrealty/SR04, CONSTRUCTION & CONTRACTING - REAL ESTATE ,Bse Trading,87.1
352, SWANENERGY ,503310,Swan Energy Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09, TRADING ,Both Trading,159.35
353,  ,503162,Reliance Chemotex Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/reliancechemotexindustries/RCI02, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Bse Trading,98.7
354,  ,503349,Victoria Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/victoriamills/VM01, TEXTILES - COMPOSITE MILLS ,Bse Trading,3100
355,  ,503624,Svaraj Trading & Agencies Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/svarajtradingagencies/STA01, FINANCE - INVESTMENTS ,Bse Trading,188.5
356,  ,503637,Dhanleela Investments & Trading Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dhanleelainvestmentstradingcompany/RI06, FINANCE - INVESTMENTS ,Bse Trading,25.6
357,  ,503657,Veer Energy and Infrastructure Ltd.,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/veerenergyinfrastructure/VEI, CONSTRUCTION & CONTRACTING - CIVIL ,Bse Trading,12.18
358,  ,503675,Wagend Infra Venture Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/wagendinfraventure/AH02, FINANCE - INVESTMENTS ,Bse Trading,4.64
359,  ,503659,SW Investments Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/swinvestments/LI02, FINANCE - INVESTMENTS ,Bse Trading,24.75
360,  ,503681,Elcid Investments Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/elcidinvestments/EIL, FINANCE - INVESTMENTS ,Bse Trading,5.89
361, BANSWRAS ,503722,Banswara Syntex Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/banswarasyntex/BS01, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Both Trading,88.5
362,  ,503691,Sahara One Media and Entertainment Ltd.,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saharaonemediaentertainment/SOM, MEDIA & ENTERTAINMENT ,Bse Trading,26.25
363,  ,503772,Modella Woollens Ltd.,http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/modellawoollens/MW, TEXTILES - WOOLLEN & WORSTED ,Bse Trading,6.79
364, MODIPON ,503776,Modipon Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/modipon/M05, TEXTILES - MANMADE ,Bse Trading,17.65
365, SRF ,503806,SRF Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/srf/SRF, TEXTILES - MANMADE ,Both Trading,1892.3
366, SHRIDINESH ,503804,Shri Dinesh Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/shridineshmills/SDM, TEXTILES - WOOLLEN & WORSTED ,Bse Trading,128.5
367, SIYSIL ,503811,Siyaram Silk Mills Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05, TEXTILES - WEAVING ,Both Trading,539.75
368,  ,503816,Swadeshi Polytex Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/swadeshipolytex/SP25, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Bse Trading,11.75
369,  ,503831,Fomento Resorts and Hotels Ltd.,http://www.moneycontrol.com/india/stockpricequote/hotels/fomentoresortshotels/FRH, HOTELS ,Bse Trading,110
370, SHRERAJSYN ,503837,Shree Rajasthan Syntex Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shreerajasthansyntex/SRS, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Bse Trading,9.18
371, HINDSYNTEX ,503881,Hind Syntex Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/hindsyntex/HS04, TEXTILES - SPINNING - SYNTHETIC BLENDED ,Both Trading,6.25
372, ELPROINTL ,504000,Elpro International Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/elprointernational/EI03, ELECTRIC EQUIPMENT ,Bse Trading,59.75
373, BBL ,503960,Bharat Bijlee Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB, ELECTRIC EQUIPMENT ,Both Trading,1189.9
374, HIRECT ,504036,Hind Rectifiers Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01, ELECTRICALS ,Both Trading,125.8
375, NIPPOBATRY ,504058,Indo-National Ltd.,http://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC, DRY CELLS ,Both Trading,825
376, EMCO ,504008,Emco Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/emco/E05, ELECTRIC EQUIPMENT ,Both Trading,11.24
377,  ,504028,GEE Ltd.,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/gee/GEE02, ELECTRODES & GRAPHITE ,Bse Trading,32.7
378, ZENSARTECH ,504067,Zensar Technologies Ltd.,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02, COMPUTERS - SOFTWARE ,Both Trading,1194
379,  ,504076,Jyoti Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/jyoti/J, ELECTRIC EQUIPMENT ,Bse Trading,33
380,  ,504084,Kaycee Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/kayceeindustries/KI16, ELECTRIC EQUIPMENT ,Bse Trading,4567.5
381, INDOKEM ,504092,Indokem Ltd.,http://www.moneycontrol.com/india/stockpricequote/dyespigments/indokem/I08, DYES & PIGMENTS ,Bse Trading,16.25
382, LAKHNNATNL ,504093,Panasonic Energy India Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/drycells/panasonicenergyindiacompany/PEI03, DRY CELLS ,Bse Trading,295
383,  ,504080,JSL Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/jslindustries/JSL, ELECTRIC EQUIPMENT ,Bse Trading,143
384, NELCO ,504112,NELCO Ltd.,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/nelco/NEL, TELECOMMUNICATIONS - EQUIPMENT ,Both Trading,344.2
385,  ,504176,High Energy Batteries (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/drycells/highenergybatteriesindia/HEB, DRY CELLS ,Bse Trading,355
386, PERMAGNET ,504132,Permanent Magnets Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/permanentmagnets/PM01, ENGINEERING ,Bse Trading,105
387, WSI ,504220,WS Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/wsindustries/WSI, ELECTRIC EQUIPMENT ,Both Trading,4.88
388,  ,504240,Delton Cables Ltd.,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/deltoncables/DC01, CABLES - POWER & OTHERS ,Bse Trading,22.55
389, UNIVCABLES ,504212,Universal Cables Ltd.,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/universalcables/UC, CABLES - POWER & OTHERS ,Both Trading,173.55
390, LAKSELECON ,504258,Lakshmi Electrical Control Systems Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricequipment/lakshmielectricalcontrolsystems/LEC, ELECTRIC EQUIPMENT ,Bse Trading,627.8
391, KHAITANELE ,504269,Khaitan Electricals Ltd.,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/khaitanelectricals/KE02, DOMESTIC APPLIANCES ,Both Trading,8
392, DELTAMAGNT ,504286,Delta Magnets Ltd.,http://www.moneycontrol.com/india/stockpricequote/electricals/deltamagnets/DM04, ELECTRICALS ,Both Trading,58.35
393,  ,504340,Confidence Finance and Trading Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/confidencefinancetrading/CTC02, FINANCE - INVESTMENTS ,Bse Trading,1.67
394,  ,504341,Ravindra Trading and Agencies Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ravindratradingagencies/RTA, FINANCE - INVESTMENTS ,Bse Trading,18
395,  ,504351,Empower India Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/empowerindia/EI18, TRADING ,Bse Trading,0.47
396,  ,504356,Multipurpose Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/multipurpose/M07, FINANCE - INVESTMENTS ,Bse Trading,10
397,  ,504365,Riddhi Synthetics Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/riddhisynthetics/RS12, TEXTILES - SPINNING - COTTON BLENDED ,Bse Trading,3.4
398,  ,504369,Grandma Trading & Agencies Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/grandmatradingagencies/GTA01, TRADING ,Bse Trading,2.94
399,  ,504378,Nyssa Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nyssacorporation/RTC01, MISCELLANEOUS ,Bse Trading,1.4
400,  ,504392,Krishna Ventures Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/krishnaventures/MTA02, TRADING ,Bse Trading,13.45
401, SARDAEN ,504614,Sarda Energy and Minerals Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/sardaenergyminerals/SEM, STEEL - SPONGE IRON ,Both Trading,407.15
402,  ,504605,Uni Abex Alloy Products Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/uniabexalloyproducts/UAA, CASTINGS & FORGINGS ,Bse Trading,530.25
403,  ,504646,Bhagwati Autocast Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/bhagwatiautocast/BA01, CASTINGS & FORGINGS ,Bse Trading,119.2
404,  ,504673,Universal Prime Aluminium Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/universalprimealuminium/UPA, TRADING ,Bse Trading,2.05
405, GALPOWTEL ,504697,Galada Power and Telecommunications Ltd.,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/galadapowertelecommunications/GPT, CABLES - POWER & OTHERS ,Bse Trading,3.2
406, GONTERPEIP ,504701,Gontermann Peipers (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/gontermannpeipersindia/GPI04, CASTINGS & FORGINGS ,Bse Trading,4.01
407,  ,504713,Hindustan Wires Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hindustanwires/HW, STEEL - MEDIUM & SMALL ,Bse Trading,35.85
408, GKWLIMITED ,504704,GKW Ltd.,http://www.moneycontrol.com/india/stockpricequote/fasteners/gkw/GKW, FASTENERS ,Nse Trading,956.3
409,  ,504746,Indian Link Chain Manufacturers Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/indianlinkchainmanufacturers/ILC, CHEMICALS ,Bse Trading,596.6
410,  ,504786,Investment and Precision Castings Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/investmentprecisioncastings/IPC01, CASTINGS & FORGINGS ,Bse Trading,379
411, INDIANHUME ,504741,Indian Hume Pipe Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/indianhumepipecompany/IHP, CEMENT - PRODUCTS & BUILDING MATERIALS ,Both Trading,288.1
412,  ,504840,Kaira Can Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/packaging/kairacancompany/KCC01, PACKAGING ,Bse Trading,1350
413,  ,504810,KFA Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kfacorporation/KFA, COMPUTERS - SOFTWARE MEDIUM & SMALL ,Bse Trading,43
414, ORIENTABRA ,504879,Orient Abrasives Ltd.,http://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01, ABRASIVES ,Both Trading,34.65
415,  ,504908,Duncan Engineering Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/duncanengineering/SD05, AUTO ANCILLARIES ,Bse Trading,92.4
416,  ,504903,Rathi Steel and Power Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelrolling/rathisteelpower/RSP01, STEEL - ROLLING ,Bse Trading,2
417,  ,504959,Stovec Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/stovecindustries/SI41, TEXTILES - MACHINERY ,Bse Trading,2457
418, TATAYODOGA ,504961,Tayo Rolls Ltd.,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/tayorolls/TR01, CASTINGS & FORGINGS ,Bse Trading,53
419,  ,504918,Sandur Manganese and Iron Ores Ltd.,http://www.moneycontrol.com/india/stockpricequote/miningminerals/sandurmanganeseironores/SMI, MINING & MINERALS ,Bse Trading,1007.7
420, TIFIN ,504973,TI Financial Holdings Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tifinancialholdings/TII, MISCELLANEOUS ,Both Trading,609.4
421, TINPLATE ,504966,Tinplate Company of India Ltd.,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/tinplatecompanyindia/TCI02, METALS - NON FERROUS ,Both Trading,185.15
422,  ,504988,Welcast Steels Ltd.,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/welcaststeels/WS, STEEL - MEDIUM & SMALL ,Bse Trading,700
423, AUTOAXLES ,505010,Automotive Axles Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/automotiveaxles/AA06, AUTO ANCILLARIES ,Both Trading,1320
424, ATLASCYCLE ,505029,Atlas Cycle Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08, MISCELLANEOUS ,Both Trading,143.8
425, AUTOCORP ,505036,Automobile Corporation of Goa Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/automobilecorporationgoa/ACG, AUTO ANCILLARIES ,Bse Trading,865
426,  ,505141,Scooters India Ltd.,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/scootersindia/SI09, AUTO - 2 & 3 WHEELERS ,Bse Trading,39
427, TALBROAUTO ,505160,Talbros Automotive Components Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/talbrosautomotivecomponents/TAC, AUTO ANCILLARIES ,Both Trading,288.85
428, ZFSTEERING ,505163,ZF Steering Gear (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/zfsteeringgearindia/ZFS, AUTO ANCILLARIES ,Bse Trading,972.75
429, SETCO ,505075,Setco Automotive Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/setcoautomotive/SA14, AUTO ANCILLARIES ,Both Trading,49.65
430, SMLISUZU ,505192,SML Isuzu Ltd.,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM, AUTO - LCVS & HCVS ,Both Trading,889
431, TIL ,505196,TIL Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL, ENGINEERING ,Both Trading,328.5
432, EICHERMOT ,505200,Eicher Motors Ltd.,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/eichermotors/EM, AUTO - LCVS & HCVS ,Both Trading,27484.25
433, ALFREDHERB ,505216,Alfred Herbert (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/alfredherbertindia/AHI, ENGINEERING ,Bse Trading,860
434, CIMMCO ,505230,Cimmco Ltd.,http://www.moneycontrol.com/india/stockpricequote/diversified/cimmco/CB02, DIVERSIFIED ,Both Trading,71
435,  ,505232,Veljan Denison Ltd.,http://www.moneycontrol.com/india/stockpricequote/compressors/veljandenison/DHI, COMPRESSORS ,Bse Trading,1035.5
436, DYNAMATECH ,505242,Dynamatic Technologies Ltd.,http://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05, PUMPS ,Both Trading,1699
437,  ,505250,GG Dandekar Machine Works Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/ggdandekarmachineworks/GGD, ENGINEERING ,Bse Trading,71.6
438,  ,505299,Kulkarni Power Tools Ltd.,http://www.moneycontrol.com/india/stockpricequote/machinetools/kulkarnipowertools/KPT01, MACHINE TOOLS ,Bse Trading,60
439, GMMPFAUDLR ,505255,GMM Pfaudler Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gmmpfaudler/GMM01, ENGINEERING - HEAVY ,Both Trading,1036.8
440,  ,505320,Lynx Machinery Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/lynxmachinery/LM01, ENGINEERING ,Bse Trading,33.7
441,  ,505302,Lakshmi Automatic Loom Works Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmiautomaticloomworks/LAL, TEXTILES - MACHINERY ,Bse Trading,47
442, KGKHOSLA ,505283,Kirloskar Pneumatic Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/compressors/kirloskarpneumaticcompany/KGK, COMPRESSORS ,Bse Trading,841
443,  ,505343,Monotype India Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/monotypeindia/MIL05, FINANCE - INVESTMENTS ,Bse Trading,0.49
444, NESCO ,505355,NESCO Ltd.,http://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES, DIVERSIFIED ,Both Trading,512.5
445,  ,505358,Integra Engineering India Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/integraengineeringindia/SE06, TEXTILES - MACHINERY ,Bse Trading,57.5
446, MANUGRAPH ,505324,Manugraph Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08, ENGINEERING ,Both Trading,34.5
447, REVATHI ,505368,Revathi CP Equipment Ltd.,http://www.moneycontrol.com/india/stockpricequote/compressors/revathicpequipment/RCP, COMPRESSORS ,Both Trading,514.9
448, TEXINFRA ,505400,Texmaco Infrastructure & Holdings Ltd.,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacoinfrastructureholdings/T02, INFRASTRUCTURE - GENERAL ,Both Trading,62.6
449,  ,505502,PS IT Infrastructure & Services Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/psitinfrastructureservices/PSI04, FINANCE - INVESTMENTS ,Bse Trading,43.8
450, WENDT ,505412,Wendt (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/abrasives/wendtindia/WI05, ABRASIVES ,Both Trading,3100
451,  ,505506,Axon Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/axonfinance/AI47, COMPUTERS - SOFTWARE MEDIUM & SMALL ,Bse Trading,1.76
452,  ,505523,Maharashtra Corporation Ltd.,http://www.moneycontrol.com/india/stockpricequote/financegeneral/maharashtracorporation/MIL02, FINANCE - GENERAL ,Bse Trading,0.28
453, RESPONIND ,505509,Responsive Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/plastics/responsiveindustries/SH10, PLASTICS ,Both Trading,96
454,  ,505526,Dolat Investments Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dolatinvestments/DI11, FINANCE - INVESTMENTS ,Bse Trading,31.05
455,  ,505515,Shyamkamal Investments Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shyamkamalinvestments/SIL14, FINANCE - INVESTMENTS ,Bse Trading,29.4
456, GOLCRESFIN ,505576,Goldcrest Finance Ltd.,http://www.moneycontrol.com/india/stockpricequote/financegeneral/goldcrestfinance/GF04, FINANCE - GENERAL ,Bse Trading,73
457, ZEEL ,505537,Zee Entertainment Enterprises Ltd.,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE, MEDIA & ENTERTAINMENT ,Both Trading,521.6
458,  ,505533,Westlife Development Ltd.,http://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC, HOTELS ,Bse Trading,382.55
459,  ,505590,SVP Global Ventures Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/svpglobalventures/SM18, TEXTILES - GENERAL ,Bse Trading,254
460, ANTFRIBEAR ,505665,ABC Bearings Ltd.,http://www.moneycontrol.com/india/stockpricequote/bearings/abcbearings/ABC02, BEARINGS ,Bse Trading,419.5
461, BIMETAL ,505681,Bimetal Bearings Ltd.,http://www.moneycontrol.com/india/stockpricequote/bearings/bimetalbearings/BB04, BEARINGS ,Bse Trading,561.1
462,  ,505690,Brady and Morris Engineering Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/bradymorrisengineeringcompany/BME, TEXTILES - MACHINERY ,Bse Trading,52.85
463,  ,505693,La Tim Metal & Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/machinetools/latimmetalindustries/DMC02, MACHINE TOOLS ,Bse Trading,41.9
464,  ,505650,Skyline Millars Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/skylinemillars/SM20, ENGINEERING - HEAVY ,Bse Trading,2.9
465, BHARATGEAR ,505688,Bharat Gears Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatgears/BG01, AUTO ANCILLARIES ,Both Trading,179.9
466, ELECON ,505700,Elecon Engineering Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eleconengineeringcompany/EEC, ENGINEERING - HEAVY ,Both Trading,68.15
467,  ,505703,Deccan Bearings Ltd.,http://www.moneycontrol.com/india/stockpricequote/bearings/deccanbearings/DB02, BEARINGS ,Bse Trading,30.9
468,  ,505712,Him Teknoforge Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/himteknoforge/GAG, AUTO ANCILLARIES ,Bse Trading,188
469, GABRIEL ,505714,Gabriel India Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gabrielindia/GI02, AUTO ANCILLARIES ,Both Trading,142.95
470, HERCULES ,505720,Hercules Hoists Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01, ENGINEERING ,Both Trading,122.5
471,  ,505710,Grauer and Weil (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/chemicals/grauerweilindia/GWI, CHEMICALS ,Bse Trading,51.35
472, SINGER ,505729,Singer India Ltd.,http://www.moneycontrol.com/india/stockpricequote/trading/singerindia/SI26, TRADING ,Bse Trading,46.25
473, IFBIND ,505726,IFB Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/ifbindustries/IFB02, CONSUMER GOODS - WHITE GOODS ,Both Trading,1166
474,  ,505711,Gajra Bevel Gears Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gajrabevelgears/GBG, AUTO ANCILLARIES ,Bse Trading,2.28
475,  ,505737,International Combustion (India) Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/internationalcombustionindia/ICI06, ENGINEERING - HEAVY ,Bse Trading,375.15
476, FMGOETZE ,505744,Federal-Mogul Goetze Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/federalmogulgoetze/FMG, AUTO ANCILLARIES ,Both Trading,448
477,  ,505750,Josts Engineers Company Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/jostsengineerscompany/JEC, ENGINEERING - HEAVY ,Bse Trading,972
478, SCHAEFFLER ,505790,Schaeffler India  Ltd.,http://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG, BEARINGS ,Both Trading,5358
479,  ,505807,Rolcon Engineering Ltd.,http://www.moneycontrol.com/india/stockpricequote/engineering/rolconengineering/RE06, ENGINEERING ,Bse Trading,115.9
480,  ,505827,SNL Bearings Ltd.,http://www.moneycontrol.com/india/stockpricequote/bearings/snlbearings/SNB, BEARINGS ,Bse Trading,366
481, RANEHOLDIN ,505800,Rane Holdings Ltd.,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/raneholdings/RH01, AUTO ANCILLARIES ,Both Trading,1996
482,  ,505840,Jaipan Industries Ltd.,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/jaipanindustries/JI07, DOMESTIC APPLIANCES ,Bse Trading,31.65
483,  ,505850,Mangal Credit and Fincorp Ltd.,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mangalcreditfincorp/TML, FINANCE - LEASING & HIRE PURCHASE ,Bse Trading,5.65
